title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Final Cut,movie,"""Drama, Thriller""",1998,tt0162958,5.9,2100,"""GB, GG"""
Final Destiny,movie,"""Drama, Mystery""",2016,tt5568250,4.8,764,"""AU, BB, CA, CM, GB, GG, GH, GI, IE, IT, KE, NG, NZ, SM, TC, UG, VA, ZA"""
Finding Alice,tv,"""Comedy, Drama""",2021,tt11127412,5.9,2203,"""AT, DE"""
Finding Friends,movie,"""Adventure, Drama, Family""",2005,tt0452890,5.8,425,"""IT, SM, VA"""
Finding Ophelia,movie,"""Fantasy, Horror, Mystery""",2021,tt11469636,4.7,415,"""AG, AR, AU, BB, BE, BF, BM, BO, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, DO, EC, ES, FR, GF, GH, GI, GT, GY, HN, JM, KE, LC, MC, MG, ML, MW, NE, NG, NI, NZ, PA, PE, PF, PG, PY, SN, SV, TC, TT, UG, US, UY, VE, ZA"""
Finding Oscar,movie,"""Crime, Documentary, Drama""",2016,tt5719232,7.3,335,"""US"""
FIR,movie,"""Action, Thriller""",2022,tt11468258,6.9,4753,"""AD, AE, AG, AL, AO, AR, AU, BA, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, DO, DZ, EC, EG, ES, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, RS, SA, SG, SM, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"""
Firefly,tv,"""Adventure, Drama, Sci-Fi""",2002,tt0303461,8.9,285708,"""BE, NL"""
Fireheart,movie,"""Adventure, Animation, Comedy""",2022,tt8354218,6.2,3440,"""IN, IT"""
Fireline,movie,"""Documentary""",2023,tt28363035,7.6,17,"""US"""
Fireman Sam: The Great Fire of Pontypandy,movie,"""Action, Adventure, Animation""",2009,tt1857702,5.4,161,"""CA, US"""
Fireman Sam: Ultimate Heroes - The Movie,movie,"""Family""",2014,tt4460032,5.4,151,"""CA, US"""
Firepower,movie,"""Action, Adventure, Crime""",1979,tt0079153,5.1,1193,"""US"""
First Ascent Kunyang Chhish East,movie,"""Documentary, Short""",2014,tt4011424,7.7,12,"""AT, CH, DE, LI"""
First Contact,movie,"""Documentary""",2016,tt3327640,5.8,301,"""AG, BB, BM, BS, GH, GI, JM, KE, LC, NG, NZ, PH, TC, TT, UG, ZA"""
